sim,Team,Points,Wins,pl_wins,Losses,Tie
824,David,1346.69,5,5,10,0
825,Scott,1797.14,12,11,3,0
825,German,1763.29,11,11,4,0
825,Brian,1657.86,8,7,7,0
825,Justin,1510.3,8,7,7,0
825,Diaz,1556.04,7,7,8,0
825,Eric,1512.2,7,6,8,0
825,Barrett,1401.69,7,6,8,0
825,Bobby,1665.84,6,6,9,0
825,David,1349.95,5,5,10,0
825,Pfinn,1466.91,4,4,11,0
826,Scott,1790.47,12,11,3,0
826,German,1790.49,11,11,4,0
826,Brian,1654.28,8,7,7,0
826,Diaz,1547.35,7,7,8,0
826,Justin,1518.73,7,7,8,0
826,Eric,1493.91,7,6,8,0
826,Bobby,1656.83,6,6,9,0
826,Barrett,1404.8899999999999,6,6,9,0
826,David,1400.35,6,5,9,0
826,Pfinn,1494.9,5,4,10,0
827,Scott,1781.25,12,11,3,0
827,German,1761.6,11,11,4,0
827,Justin,1523.4,8,7,7,0
827,Bobby,1714.83,7,6,8,0
827,Brian,1630.58,7,7,8,0
827,Diaz,1555.24,7,7,8,0
827,Eric,1495.94,7,6,8,0
827,Barrett,1410.03,6,6,9,0
827,Pfinn,1526.95,5,4,10,0
827,David,1346.63,5,5,10,0
828,German,1795.1100000000001,12,11,3,0
828,Scott,1770.28,11,11,4,0
828,Justin,1527.28,8,7,7,0
828,Bobby,1686.08,7,6,8,0
828,Brian,1633.11,7,7,8,0
828,Diaz,1551.49,7,7,8,0
828,Eric,1482.69,7,6,8,0
828,Barrett,1399.03,6,6,9,0
828,Pfinn,1480.25,5,4,10,0
828,David,1364.4,5,5,10,0
829,German,1820.51,12,11,3,0
829,Scott,1742.17,11,11,4,0
829,Brian,1680.58,8,7,7,0
829,Diaz,1573.41,7,7,8,0
829,Justin,1524.29,7,7,8,0
829,Eric,1500.65,7,6,8,0
829,Barrett,1416.09,7,6,8,0
829,Bobby,1690.38,6,6,9,0
829,David,1388.1200000000001,6,5,9,0
829,Pfinn,1480.88,4,4,11,0
830,German,1816.66,12,11,3,0
830,Scott,1764.52,11,11,4,0
830,Diaz,1560.3700000000001,8,7,7,0
830,Justin,1511.98,8,7,7,0
830,Bobby,1685.29,7,6,8,0
830,Brian,1642.01,7,7,8,0
830,Eric,1477.18,6,6,9,0
830,Barrett,1414.79,6,6,9,0
830,Pfinn,1489.7,5,4,10,0
830,David,1360.96,5,5,10,0
831,German,1807.49,12,11,3,0
831,Scott,1748.3,11,11,4,0
831,Brian,1651.1399999999999,8,7,7,0
831,Diaz,1564.77,8,7,7,0
831,Justin,1512.52,7,7,8,0
831,Bobby,1655.57,6,6,9,0
831,Eric,1474.21,6,6,9,0
831,Barrett,1402.05,6,6,9,0
831,David,1371.91,6,5,9,0
831,Pfinn,1497.27,5,4,10,0
832,German,1781.94,12,11,3,0
832,Scott,1737.5900000000001,11,11,4,0
832,Justin,1532.14,8,7,7,0
832,Bobby,1705.38,7,6,8,0
832,Brian,1645.03,7,7,8,0
832,Diaz,1557.45,7,7,8,0
832,Eric,1508.45,7,6,8,0
832,Barrett,1400.72,7,6,8,0
832,David,1386.47,5,5,10,0
832,Pfinn,1466.73,4,4,11,0
833,German,1877.65,12,11,3,0
833,Scott,1750.7,11,11,4,0
833,Diaz,1560.03,8,7,7,0
833,Justin,1511.31,8,7,7,0
833,Bobby,1693.2,7,6,8,0
833,Brian,1609.34,7,7,8,0
833,Eric,1464.02,6,6,9,0
833,Barrett,1391.84,6,6,9,0
833,Pfinn,1497.84,5,4,10,0
833,David,1367.75,5,5,10,0
834,German,1805.5,12,11,3,0
834,Scott,1776.32,11,11,4,0
834,Brian,1631.1299999999999,8,7,7,0
834,Diaz,1575.39,8,7,7,0
834,Justin,1522.1200000000001,8,7,7,0
834,Bobby,1660.09,6,6,9,0
834,Eric,1452.05,6,6,9,0
834,Barrett,1401.76,6,6,9,0
834,Pfinn,1475.59,5,4,10,0
834,David,1375.44,5,5,10,0
835,Scott,1780.97,12,11,3,0
835,German,1735.53,11,11,4,0
835,Diaz,1563.8700000000001,8,7,7,0
835,Justin,1508.8600000000001,8,7,7,0
835,Bobby,1674.32,7,6,8,0
835,Brian,1629.82,7,7,8,0
835,Barrett,1416.56,7,6,8,0
835,Eric,1484.43,6,6,9,0
835,David,1356.92,5,5,10,0
835,Pfinn,1469.01,4,4,11,0
836,Scott,1766.17,12,11,3,0
836,German,1736.95,11,11,4,0
836,Justin,1525,8,7,7,0
836,Bobby,1684.04,7,6,8,0
836,Brian,1629.3,7,7,8,0
836,Diaz,1568.6100000000001,7,7,8,0
836,Eric,1497.94,7,6,8,0
836,Barrett,1427.6599999999999,7,6,8,0
836,David,1349.05,5,5,10,0
836,Pfinn,1478.96,4,4,11,0
837,German,1773.1100000000001,12,11,3,0
837,Scott,1724.39,11,11,4,0
837,Diaz,1574.34,8,7,7,0
837,Justin,1530.09,8,7,7,0
837,Bobby,1686.41,7,6,8,0
837,Brian,1624.94,7,7,8,0
837,Eric,1457.76,6,6,9,0
837,Barrett,1414.44,6,6,9,0
837,Pfinn,1509.19,5,4,10,0
837,David,1366.16,5,5,10,0
838,Scott,1801.43,12,11,3,0
838,German,1713.93,11,11,4,0
838,Brian,1665.71,8,7,7,0
838,Diaz,1568.03,8,7,7,0
838,Justin,1518.78,7,7,8,0
838,Bobby,1682.43,6,6,9,0
838,Eric,1490.09,6,6,9,0
838,Barrett,1404.86,6,6,9,0
838,David,1382.25,6,5,9,0
838,Pfinn,1522.8,5,4,10,0
839,Scott,1768.27,12,11,3,0
839,German,1758.97,11,11,4,0
839,Brian,1655.93,8,7,7,0
839,Diaz,1562.93,8,7,7,0
839,Justin,1517.43,8,7,7,0
839,Barrett,1418.15,7,6,8,0
839,Bobby,1671.77,6,6,9,0
839,Eric,1475.95,6,6,9,0
839,David,1369.25,5,5,10,0
839,Pfinn,1490.85,4,4,11,0
840,German,1793.4,12,11,3,0
840,Scott,1769.68,11,11,4,0
840,Diaz,1552,8,7,7,0
840,Justin,1517.5,8,7,7,0
840,Bobby,1686.32,7,6,8,0
840,Brian,1626.12,7,7,8,0
840,Eric,1465.02,6,6,9,0
840,Barrett,1405.8,6,6,9,0
840,Pfinn,1479.78,5,4,10,0
840,David,1373.68,5,5,10,0
841,Scott,1783.1200000000001,12,11,3,0
841,German,1769.3600000000001,11,11,4,0
841,Brian,1631.74,8,7,7,0
841,Diaz,1570.05,8,7,7,0
841,Justin,1515.94,7,7,8,0
841,Bobby,1665.69,6,6,9,0
841,Eric,1482.03,6,6,9,0
841,Barrett,1396.82,6,6,9,0
841,David,1378.48,6,5,9,0
841,Pfinn,1478.87,5,4,10,0
842,Scott,1771.03,12,11,3,0
842,German,1749.64,11,11,4,0
842,Brian,1635.58,8,7,7,0
842,Diaz,1551.29,8,7,7,0
842,Justin,1538.26,8,7,7,0
842,Bobby,1668.14,6,6,9,0
842,Eric,1451.35,6,6,9,0
842,Barrett,1413.94,6,6,9,0
842,Pfinn,1518.13,5,4,10,0
842,David,1338.44,5,5,10,0
843,German,1764.35,12,11,3,0
843,Scott,1741.9,11,11,4,0
843,Diaz,1561.23,8,7,7,0
843,Justin,1531.18,8,7,7,0
843,Bobby,1696.39,7,6,8,0
843,Brian,1641.79,7,7,8,0
843,Barrett,1408.03,7,6,8,0
843,Eric,1477.85,6,6,9,0
843,David,1357.23,5,5,10,0
843,Pfinn,1461.65,4,4,11,0
844,German,1815.29,12,11,3,0
844,Scott,1744.72,11,11,4,0
844,Brian,1693.21,8,7,7,0
844,Diaz,1550.47,8,7,7,0
844,Justin,1517.6100000000001,8,7,7,0
844,Bobby,1695.96,6,6,9,0
844,Eric,1457.97,6,6,9,0
844,Barrett,1399.04,6,6,9,0
844,Pfinn,1498.16,5,4,10,0
844,David,1366.94,5,5,10,0
845,German,1796.75,12,11,3,0
845,Scott,1763.97,11,11,4,0
845,Brian,1654.06,8,7,7,0
845,Diaz,1564.6100000000001,8,7,7,0
845,Justin,1518.65,8,7,7,0
845,Barrett,1407.97,7,6,8,0
845,Bobby,1628.02,6,6,9,0
845,Eric,1469.76,6,6,9,0
845,David,1353.01,5,5,10,0
845,Pfinn,1475.93,4,4,11,0
846,Scott,1826.93,12,11,3,0
846,German,1810.91,11,11,4,0
846,Brian,1634.44,8,7,7,0
846,Diaz,1568.03,8,7,7,0
846,Justin,1518.73,7,7,8,0
846,Bobby,1664.65,6,6,9,0
846,Eric,1458.27,6,6,9,0
846,Barrett,1416.57,6,6,9,0
846,David,1378.76,6,5,9,0
846,Pfinn,1496.23,5,4,10,0
847,Scott,1773.67,12,11,3,0
847,German,1724.18,11,11,4,0
847,Diaz,1571.56,8,7,7,0
847,Justin,1510.66,8,7,7,0
847,Bobby,1649.43,7,6,8,0
847,Brian,1588.16,7,7,8,0
847,Eric,1472.77,6,6,9,0
847,Barrett,1385.25,6,6,9,0
847,Pfinn,1503.45,5,4,10,0
847,David,1364.66,5,5,10,0
848,German,1761.83,12,11,3,0
848,Scott,1734.99,11,11,4,0
848,Brian,1673.21,8,7,7,0
848,Justin,1514.04,8,7,7,0
848,Diaz,1575.83,7,7,8,0
848,Eric,1505.25,7,6,8,0
848,Barrett,1454.05,7,6,8,0
848,Bobby,1669.95,6,6,9,0
848,David,1368.3700000000001,5,5,10,0
848,Pfinn,1492.38,4,4,11,0
849,German,1760.26,12,11,3,0
849,Scott,1718.47,11,11,4,0
849,Brian,1627.29,8,7,7,0
849,Justin,1519.54,8,7,7,0
849,Diaz,1561.65,7,7,8,0
849,Eric,1516.58,7,6,8,0
849,Barrett,1424.04,7,6,8,0
849,Bobby,1641.51,6,6,9,0
849,David,1370.9,5,5,10,0
849,Pfinn,1495.25,4,4,11,0
850,German,1740.92,12,11,3,0
850,Scott,1721.8600000000001,11,11,4,0
850,Bobby,1695.69,7,6,8,0
850,Brian,1645.71,7,7,8,0
850,Diaz,1571.95,7,7,8,0
850,Justin,1509.25,7,7,8,0
850,Eric,1496.74,7,6,8,0
850,Barrett,1394.48,6,6,9,0
850,David,1375.75,6,5,9,0
850,Pfinn,1475.32,5,4,10,0
851,Scott,1768.33,12,11,3,0
851,German,1770.93,11,11,4,0
851,Diaz,1561.19,8,7,7,0
851,Justin,1529.32,8,7,7,0
851,Bobby,1683.38,7,6,8,0
851,Brian,1634.03,7,7,8,0
851,Eric,1471.19,6,6,9,0
851,Barrett,1426.9099999999999,6,6,9,0
851,Pfinn,1515.93,5,4,10,0
851,David,1376.58,5,5,10,0
852,German,1793.74,12,11,3,0
852,Scott,1771.89,11,11,4,0
852,Brian,1610.77,8,7,7,0
852,Diaz,1576.16,8,7,7,0
852,Justin,1512.46,7,7,8,0
852,Bobby,1642.51,6,6,9,0
852,Eric,1471.95,6,6,9,0
852,Barrett,1396.78,6,6,9,0
852,David,1372.47,6,5,9,0
852,Pfinn,1498.46,5,4,10,0
853,German,1776.9,12,11,3,0
853,Scott,1739.13,11,11,4,0
853,Diaz,1581.21,8,7,7,0
853,Justin,1530.04,8,7,7,0
853,Bobby,1678.66,7,6,8,0
853,Brian,1615.3,7,7,8,0
853,Barrett,1438.8,7,6,8,0
853,Eric,1497.02,6,6,9,0
853,David,1363.82,5,5,10,0
853,Pfinn,1501.77,4,4,11,0
854,Scott,1795.98,12,11,3,0
854,German,1768.5,11,11,4,0
854,Diaz,1559.24,8,7,7,0
854,Bobby,1715.2,7,6,8,0
854,Brian,1626.8899999999999,7,7,8,0
854,Justin,1514.32,7,7,8,0
854,Eric,1450.36,6,6,9,0
854,Barrett,1404.57,6,6,9,0
854,David,1392.28,6,5,9,0
854,Pfinn,1489.97,5,4,10,0
855,German,1794.83,12,11,3,0
855,Scott,1775.3,11,11,4,0
855,Diaz,1576.1,8,7,7,0
855,Bobby,1689.49,7,6,8,0
855,Brian,1616.4099999999999,7,7,8,0
855,Justin,1521.53,7,7,8,0
855,Barrett,1399.05,7,6,8,0
855,Eric,1462.84,6,6,9,0
855,David,1391.22,6,5,9,0
855,Pfinn,1471.29,4,4,11,0
856,German,1797.88,12,11,3,0
856,Scott,1766.82,11,11,4,0
856,Diaz,1579.55,8,7,7,0
856,Justin,1534.97,8,7,7,0
856,Bobby,1701.53,7,6,8,0
856,Brian,1635.19,7,7,8,0
856,Barrett,1423.99,7,6,8,0
856,Eric,1472.09,6,6,9,0
856,David,1340.92,5,5,10,0
856,Pfinn,1496.97,4,4,11,0
857,Scott,1779.3500000000001,12,11,3,0
857,German,1785.14,11,11,4,0
857,Brian,1669.29,8,7,7,0
857,Justin,1529.38,8,7,7,0
857,Diaz,1559.14,7,7,8,0
857,Eric,1482.08,7,6,8,0
857,Bobby,1679.49,6,6,9,0
857,Barrett,1399.54,6,6,9,0
857,Pfinn,1520.38,5,4,10,0
857,David,1363.03,5,5,10,0
858,German,1779.8600000000001,12,11,3,0
858,Scott,1701.3500000000001,11,11,4,0
858,Diaz,1558.7,8,7,7,0
858,Justin,1523.28,8,7,7,0
858,Bobby,1680.64,7,6,8,0
858,Brian,1643.75,7,7,8,0
858,Barrett,1419.27,7,6,8,0
858,Eric,1466.73,6,6,9,0
858,David,1354.28,5,5,10,0
858,Pfinn,1475.63,4,4,11,0
859,Scott,1792.3600000000001,12,11,3,0
859,German,1746.64,11,11,4,0
859,Diaz,1585.6100000000001,8,7,7,0
859,Justin,1512.03,8,7,7,0
859,Bobby,1725.49,7,6,8,0
859,Brian,1621.8899999999999,7,7,8,0
859,Barrett,1411.61,7,6,8,0
859,Eric,1500.82,6,6,9,0
859,David,1367.04,5,5,10,0
859,Pfinn,1483.62,4,4,11,0
860,German,1742.26,12,11,3,0
860,Scott,1686.28,11,11,4,0
860,Diaz,1565.17,8,7,7,0
860,Bobby,1686.16,7,6,8,0
860,Brian,1640,7,7,8,0
860,Justin,1507.88,7,7,8,0
860,Eric,1474.53,6,6,9,0
860,Barrett,1408.65,6,6,9,0
860,David,1378.28,6,5,9,0
860,Pfinn,1492.62,5,4,10,0
861,Scott,1764.18,12,11,3,0
861,German,1728.96,11,11,4,0
861,Brian,1645.74,8,7,7,0
861,Diaz,1569.78,8,7,7,0
861,Justin,1526.49,8,7,7,0
861,Bobby,1657.72,6,6,9,0
861,Eric,1446.8899999999999,6,6,9,0
861,Barrett,1388.7,6,6,9,0
861,Pfinn,1485.42,5,4,10,0
861,David,1348.05,5,5,10,0
862,German,1786.28,12,11,3,0
862,Scott,1729.28,11,11,4,0
862,Brian,1651.58,8,7,7,0
862,Justin,1525.55,8,7,7,0
862,Diaz,1565.45,7,7,8,0
862,Eric,1502.78,7,6,8,0
862,Bobby,1668.32,6,6,9,0
862,Barrett,1384.36,6,6,9,0
862,Pfinn,1507.81,5,4,10,0
862,David,1380.89,5,5,10,0
863,German,1823.47,12,11,3,0
863,Scott,1783.23,11,11,4,0
863,Diaz,1566.58,8,7,7,0
863,Justin,1526.98,8,7,7,0
863,Bobby,1671.95,7,6,8,0
863,Brian,1620.07,7,7,8,0
863,Barrett,1416.49,7,6,8,0
863,Eric,1478.83,6,6,9,0
863,David,1374.16,5,5,10,0
863,Pfinn,1482.53,4,4,11,0
864,Scott,1773.5900000000001,12,11,3,0
864,German,1775.12,11,11,4,0
864,Diaz,1559.51,8,7,7,0
864,Justin,1504.28,8,7,7,0
864,Bobby,1694.27,7,6,8,0
864,Brian,1648.8799999999999,7,7,8,0
864,Eric,1458.87,6,6,9,0
864,Barrett,1409.2,6,6,9,0
864,Pfinn,1484.83,5,4,10,0
864,David,1356.85,5,5,10,0
865,German,1744.4,12,11,3,0
865,Scott,1711.88,11,11,4,0
865,Brian,1642.55,8,7,7,0
865,Diaz,1550.59,7,7,8,0
865,Justin,1512.43,7,7,8,0
865,Eric,1512.19,7,6,8,0
865,Bobby,1629.46,6,6,9,0
865,Barrett,1402.43,6,6,9,0
865,David,1397.77,6,5,9,0
865,Pfinn,1501.39,5,4,10,0
866,German,1764.93,12,11,3,0
866,Scott,1709.26,11,11,4,0
866,Justin,1525.19,8,7,7,0
866,Bobby,1711.46,7,6,8,0
866,Brian,1636.52,7,7,8,0
866,Diaz,1573.29,7,7,8,0
866,Eric,1524.62,7,6,8,0
866,Barrett,1372.22,6,6,9,0
866,Pfinn,1481.08,5,4,10,0
866,David,1345.02,5,5,10,0
867,German,1800.6100000000001,12,11,3,0
867,Scott,1742.56,11,11,4,0
867,Brian,1642.03,8,7,7,0
867,Justin,1515.2,8,7,7,0
867,Diaz,1563.29,7,7,8,0
867,Eric,1503.65,7,6,8,0
867,Bobby,1641.97,6,6,9,0
867,Barrett,1400.59,6,6,9,0
867,Pfinn,1508.58,5,4,10,0
867,David,1367.2,5,5,10,0
868,German,1762.95,12,11,3,0
868,Scott,1728.7,11,11,4,0
868,Diaz,1576.45,8,7,7,0
868,Bobby,1706.11,7,6,8,0
868,Brian,1640.86,7,7,8,0
868,Justin,1509.07,7,7,8,0
868,Barrett,1432.43,7,6,8,0
868,Eric,1454.9,6,6,9,0
868,David,1373.31,6,5,9,0
868,Pfinn,1488.81,4,4,11,0
869,Scott,1769.43,12,11,3,0
869,German,1749.71,11,11,4,0
869,Brian,1634.3899999999999,8,7,7,0
869,Diaz,1564.92,8,7,7,0
869,Justin,1503.68,7,7,8,0
869,Bobby,1650.92,6,6,9,0
869,Eric,1456.73,6,6,9,0
869,Barrett,1405.74,6,6,9,0
869,David,1376.09,6,5,9,0
869,Pfinn,1490.95,5,4,10,0
870,German,1784.69,12,11,3,0
870,Scott,1728.96,11,11,4,0
870,Justin,1524.85,8,7,7,0
870,Bobby,1693.3,7,6,8,0
870,Brian,1650.1599999999999,7,7,8,0
870,Diaz,1542.1200000000001,7,7,8,0
870,Eric,1465.02,7,6,8,0
870,Barrett,1414.59,7,6,8,0
870,David,1354.68,5,5,10,0
870,Pfinn,1473.09,4,4,11,0
871,Scott,1759.64,12,11,3,0
871,German,1767.3600000000001,11,11,4,0
871,Brian,1671.92,8,7,7,0
871,Diaz,1574.65,8,7,7,0
871,Justin,1515.06,7,7,8,0
871,Bobby,1683.77,6,6,9,0
871,Eric,1453.06,6,6,9,0
871,Barrett,1407.36,6,6,9,0
871,David,1376.38,6,5,9,0
871,Pfinn,1520.65,5,4,10,0
872,Scott,1751.01,12,11,3,0
872,German,1752.45,11,11,4,0
872,Brian,1633.55,8,7,7,0
872,Diaz,1571.58,8,7,7,0
872,Justin,1524.6200000000001,8,7,7,0
872,Bobby,1621.07,6,6,9,0
872,Eric,1459.28,6,6,9,0
872,Barrett,1400.4099999999999,6,6,9,0
872,Pfinn,1532.74,5,4,10,0
872,David,1379.5,5,5,10,0
873,Scott,1757.82,12,11,3,0
873,German,1736.1100000000001,11,11,4,0
873,Brian,1645.2,8,7,7,0
873,Diaz,1563.35,8,7,7,0
873,Justin,1538.97,8,7,7,0
873,Bobby,1680.08,6,6,9,0
873,Eric,1468.38,6,6,9,0
873,Barrett,1425.72,6,6,9,0
873,Pfinn,1503.27,5,4,10,0
873,David,1359.9,5,5,10,0
874,Scott,1785.42,12,11,3,0
874,German,1777.16,11,11,4,0
874,Brian,1619,8,7,7,0
874,Justin,1520.82,8,7,7,0
874,Diaz,1557.42,7,7,8,0
874,Eric,1510.17,7,6,8,0
874,Bobby,1642.85,6,6,9,0
874,Barrett,1400.34,6,6,9,0
874,Pfinn,1500.41,5,4,10,0
874,David,1358.29,5,5,10,0
875,German,1816.44,12,11,3,0
875,Scott,1742.3700000000001,11,11,4,0
875,Brian,1648.69,8,7,7,0
875,Justin,1530.39,8,7,7,0
875,Diaz,1567.73,7,7,8,0
875,Eric,1504.12,7,6,8,0
875,Bobby,1679.79,6,6,9,0
875,Barrett,1394.09,6,6,9,0
875,Pfinn,1489.92,5,4,10,0
875,David,1347.83,5,5,10,0
876,German,1846.32,12,11,3,0
876,Scott,1757.82,11,11,4,0
876,Brian,1631.03,8,7,7,0
876,Diaz,1583.58,8,7,7,0
876,Justin,1511.38,7,7,8,0
876,Bobby,1658.89,6,6,9,0
876,Eric,1484.96,6,6,9,0
876,Barrett,1423.21,6,6,9,0
876,David,1383.22,6,5,9,0
876,Pfinn,1505.63,5,4,10,0
877,German,1815.26,12,11,3,0
877,Scott,1796.28,11,11,4,0
877,Diaz,1565.68,8,7,7,0
877,Justin,1530.83,8,7,7,0
877,Bobby,1685.16,7,6,8,0
877,Brian,1644.04,7,7,8,0
877,Eric,1481.93,6,6,9,0
877,Barrett,1406.23,6,6,9,0
877,Pfinn,1486.34,5,4,10,0
877,David,1375.1,5,5,10,0
878,German,1763.71,12,11,3,0
878,Scott,1755.3,11,11,4,0
878,Brian,1647.95,8,7,7,0
878,Diaz,1559.09,8,7,7,0
878,Justin,1513.73,8,7,7,0
878,Bobby,1644.68,6,6,9,0
878,Eric,1454.73,6,6,9,0
878,Barrett,1376.67,6,6,9,0
878,Pfinn,1497.96,5,4,10,0
878,David,1370.85,5,5,10,0
879,German,1779.8600000000001,12,11,3,0
879,Scott,1739.49,11,11,4,0
879,Diaz,1566.09,8,7,7,0
879,Justin,1525.5,8,7,7,0
879,Bobby,1705.86,7,6,8,0
879,Brian,1645.36,7,7,8,0
879,Barrett,1413.98,7,6,8,0
879,Eric,1453.17,6,6,9,0
879,David,1343.65,5,5,10,0
879,Pfinn,1473.3,4,4,11,0
880,Scott,1751.83,12,11,3,0
880,German,1733.48,11,11,4,0
880,Diaz,1559.57,8,7,7,0
880,Justin,1507.41,8,7,7,0
880,Bobby,1710.57,7,6,8,0
880,Brian,1626.93,7,7,8,0
880,Eric,1474.67,6,6,9,0
880,Barrett,1396.19,6,6,9,0
880,Pfinn,1506.99,5,4,10,0
880,David,1363.17,5,5,10,0
881,German,1759.13,12,11,3,0
881,Scott,1732.32,11,11,4,0
881,Brian,1681.6299999999999,8,7,7,0
881,Diaz,1569.55,8,7,7,0
881,Justin,1516.49,8,7,7,0
881,Bobby,1709.99,6,6,9,0
881,Eric,1461.91,6,6,9,0
881,Barrett,1410.62,6,6,9,0
881,Pfinn,1502.73,5,4,10,0
881,David,1373.4,5,5,10,0
882,Scott,1772.67,12,11,3,0
882,German,1739.27,11,11,4,0
882,Brian,1650.8,8,7,7,0
882,Diaz,1546.78,8,7,7,0
882,Justin,1522.8600000000001,8,7,7,0
882,Barrett,1426.86,7,6,8,0
882,Bobby,1679.3,6,6,9,0
882,Eric,1452.25,6,6,9,0
882,David,1358.46,5,5,10,0
882,Pfinn,1492.97,4,4,11,0
883,German,1804.7,12,11,3,0
883,Scott,1774.92,11,11,4,0
883,Brian,1657.77,8,7,7,0
883,Justin,1519.25,8,7,7,0
883,Diaz,1559.17,7,7,8,0
883,Eric,1499.32,7,6,8,0
883,Barrett,1408,7,6,8,0
883,Bobby,1690.22,6,6,9,0
883,David,1345.04,5,5,10,0
883,Pfinn,1469.03,4,4,11,0
884,Scott,1778.58,12,11,3,0
884,German,1780.64,11,11,4,0
884,Brian,1658.54,8,7,7,0
884,Diaz,1551.84,7,7,8,0
884,Justin,1509.56,7,7,8,0
884,Eric,1481.83,7,6,8,0
884,Bobby,1678.69,6,6,9,0
884,Barrett,1398.12,6,6,9,0
884,David,1374.3700000000001,6,5,9,0
884,Pfinn,1487.82,5,4,10,0
885,German,1777.08,12,11,3,0
885,Scott,1759.68,11,11,4,0
885,Diaz,1577.14,8,7,7,0
885,Justin,1531.88,8,7,7,0
885,Bobby,1673.51,7,6,8,0
885,Brian,1602.19,7,7,8,0
885,Eric,1471.86,6,6,9,0
885,Barrett,1413.7,6,6,9,0
885,Pfinn,1492.95,5,4,10,0
885,David,1370.56,5,5,10,0
886,Scott,1750.63,12,11,3,0
886,German,1741.5,11,11,4,0
886,Brian,1670.94,8,7,7,0
886,Diaz,1563.97,8,7,7,0
886,Justin,1506.27,7,7,8,0
886,Bobby,1691.83,6,6,9,0
886,Eric,1451.02,6,6,9,0
886,Barrett,1394.34,6,6,9,0
886,David,1372.6200000000001,6,5,9,0
886,Pfinn,1481.11,5,4,10,0
887,German,1769.9,12,11,3,0
887,Scott,1725.1000000000001,11,11,4,0
887,Diaz,1562.42,8,7,7,0
887,Justin,1526.24,8,7,7,0
887,Bobby,1718.18,7,6,8,0
887,Brian,1614.99,7,7,8,0
887,Eric,1471.6399999999999,6,6,9,0
887,Barrett,1408.24,6,6,9,0
887,Pfinn,1495.33,5,4,10,0
887,David,1344.56,5,5,10,0
888,German,1819.2,12,11,3,0
888,Scott,1753.51,11,11,4,0
888,Bobby,1713.73,7,6,8,0
888,Brian,1640.42,7,7,8,0
888,Diaz,1547.78,7,7,8,0
888,Justin,1518.81,7,7,8,0
888,Eric,1501.68,7,6,8,0
888,Barrett,1416.36,7,6,8,0
888,David,1379.53,6,5,9,0
888,Pfinn,1488.39,4,4,11,0
889,German,1717.39,12,11,3,0
889,Scott,1686.7,11,11,4,0
889,Diaz,1568.33,8,7,7,0
889,Justin,1533.68,8,7,7,0
889,Bobby,1656.21,7,6,8,0
889,Brian,1615.95,7,7,8,0
889,Barrett,1420.44,7,6,8,0
889,Eric,1478.98,6,6,9,0
889,David,1356.29,5,5,10,0
889,Pfinn,1473.92,4,4,11,0
890,German,1799.5,12,11,3,0
890,Scott,1777.93,11,11,4,0
890,Brian,1648.44,8,7,7,0
890,Diaz,1550.3600000000001,8,7,7,0
890,Justin,1531.04,8,7,7,0
890,Bobby,1671.84,6,6,9,0
890,Eric,1467.61,6,6,9,0
890,Barrett,1402.1299999999999,6,6,9,0
890,Pfinn,1481.65,5,4,10,0
890,David,1358.89,5,5,10,0
891,German,1754.18,12,11,3,0
891,Scott,1727.15,11,11,4,0
891,Brian,1627.9,8,7,7,0
891,Justin,1527.65,8,7,7,0
891,Diaz,1564.17,7,7,8,0
891,Eric,1505.13,7,6,8,0
891,Bobby,1655.4,6,6,9,0
891,Barrett,1377.4099999999999,6,6,9,0
891,Pfinn,1475.98,5,4,10,0
891,David,1375.92,5,5,10,0
892,German,1840.24,12,11,3,0
892,Scott,1746.83,11,11,4,0
892,Bobby,1717.74,7,6,8,0
892,Brian,1648.95,7,7,8,0
892,Diaz,1561.93,7,7,8,0
892,Justin,1516.94,7,7,8,0
892,Eric,1496.27,7,6,8,0
892,Barrett,1409.3899999999999,7,6,8,0
892,David,1377.72,6,5,9,0
892,Pfinn,1448.66,4,4,11,0
893,German,1835.8600000000001,12,11,3,0
893,Scott,1803.5,11,11,4,0
893,Brian,1640.35,8,7,7,0
893,Diaz,1573.51,8,7,7,0
893,Justin,1518.78,8,7,7,0
893,Bobby,1636.81,6,6,9,0
893,Eric,1458.98,6,6,9,0
893,Barrett,1390.01,6,6,9,0
893,Pfinn,1516.33,5,4,10,0
893,David,1367.8700000000001,5,5,10,0
894,German,1781.69,12,11,3,0
894,Scott,1740.06,11,11,4,0
894,Justin,1523.47,8,7,7,0
894,Bobby,1688.2,7,6,8,0
894,Brian,1605.81,7,7,8,0
894,Diaz,1568.46,7,7,8,0
894,Eric,1498.48,7,6,8,0
894,Barrett,1406.36,6,6,9,0
894,Pfinn,1492.68,5,4,10,0
894,David,1380.13,5,5,10,0
895,German,1808.13,12,11,3,0
895,Scott,1749.97,11,11,4,0
895,Diaz,1580.31,8,7,7,0
895,Bobby,1660.26,7,6,8,0
895,Brian,1617.3,7,7,8,0
895,Justin,1529.5,7,7,8,0
895,Eric,1479.02,6,6,9,0
895,Barrett,1401.6399999999999,6,6,9,0
895,David,1390.8700000000001,6,5,9,0
895,Pfinn,1490.71,5,4,10,0
896,German,1772.88,12,11,3,0
896,Scott,1679.04,11,11,4,0
896,Brian,1663.6,8,7,7,0
896,Justin,1526.09,8,7,7,0
896,Diaz,1556.55,7,7,8,0
896,Eric,1492.68,7,6,8,0
896,Bobby,1633.3,6,6,9,0
896,Barrett,1401.37,6,6,9,0
896,Pfinn,1510.68,5,4,10,0
